       238
   0.77639968E+08   0.27183827E+02   0.98564495E+05   0.40001297E+01   0.40750563E-04
   0.75004240E+08   0.27840313E+02   0.72614320E+05   0.40001240E+01   0.35966765E-04
   0.72457985E+08   0.28512090E+02   0.53217742E+05   0.40001187E+01   0.31689343E-04
   0.69998166E+08   0.29199515E+02   0.38795750E+05   0.40001137E+01   0.27871237E-04
   0.67621849E+08   0.29902952E+02   0.28129246E+05   0.40001090E+01   0.24468911E-04
   0.65326201E+08   0.30622774E+02   0.20283092E+05   0.40001046E+01   0.21442416E-04
   0.63108482E+08   0.31359363E+02   0.14543398E+05   0.40001003E+01   0.18755039E-04
   0.60966048E+08   0.32113110E+02   0.10368323E+05   0.40000962E+01   0.16373160E-04
   0.58896343E+08   0.32884413E+02   0.73487610E+04   0.40000924E+01   0.14265972E-04
   0.56896900E+08   0.33673682E+02   0.51776296E+04   0.40000888E+01   0.12405300E-04
   0.54965332E+08   0.34481336E+02   0.36258538E+04   0.40000854E+01   0.10765495E-04
   0.53099336E+08   0.35307803E+02   0.25234767E+04   0.40000821E+01   0.93231766E-05
   0.51296686E+08   0.36153520E+02   0.17452138E+04   0.40000791E+01   0.80571341E-05
   0.49555232E+08   0.37018937E+02   0.11992254E+04   0.40000761E+01   0.69480811E-05
   0.47872897E+08   0.37904511E+02   0.81865519E+03   0.40000733E+01   0.59785860E-05
   0.46247673E+08   0.38810714E+02   0.55512961E+03   0.40000707E+01   0.51329039E-05
   0.44677622E+08   0.39738024E+02   0.37386975E+03   0.40000681E+01   0.43968193E-05
   0.43160872E+08   0.40686935E+02   0.25004581E+03   0.40000657E+01   0.37575538E-05
   0.41695612E+08   0.41657948E+02   0.16604743E+03   0.40000634E+01   0.32036340E-05
   0.40280095E+08   0.42651580E+02   0.10946995E+03   0.40000613E+01   0.27247749E-05
   0.38912633E+08   0.43668355E+02   0.71637796E+02   0.40000592E+01   0.23117801E-05
   0.37591593E+08   0.44708815E+02   0.46527696E+02   0.40000572E+01   0.19564545E-05
   0.36315401E+08   0.45773510E+02   0.29986989E+02   0.40000553E+01   0.16514939E-05
   0.35082533E+08   0.46863005E+02   0.19175151E+02   0.40000535E+01   0.13904191E-05
   0.33891520E+08   0.47977878E+02   0.12163496E+02   0.40000518E+01   0.11674879E-05
   0.32740939E+08   0.49118719E+02   0.76527194E+01   0.40000501E+01   0.97762343E-06
   0.31629419E+08   0.50286134E+02   0.47746234E+01   0.40000485E+01   0.81635578E-06
   0.30555634E+08   0.51480741E+02   0.29535959E+01   0.40000470E+01   0.67975155E-06
   0.29518302E+08   0.52703175E+02   0.18112196E+01   0.40000456E+01   0.56436096E-06
   0.28516186E+08   0.53954082E+02   0.11008355E+01   0.40000442E+01   0.46716913E-06
   0.27548090E+08   0.55234127E+02   0.66300997E+00   0.40000429E+01   0.38554353E-06
   0.26612861E+08   0.56543989E+02   0.39561857E+00   0.40000417E+01   0.31719453E-06
   0.25709381E+08   0.57884360E+02   0.23383378E+00   0.40000404E+01   0.26013729E-06
   0.24836573E+08   0.59255953E+02   0.13687514E+00   0.40000393E+01   0.21265476E-06
   0.23993396E+08   0.60659495E+02   0.79328701E-01   0.40000382E+01   0.17326483E-06
   0.23178843E+08   0.62095729E+02   0.45512707E-01   0.40000371E+01   0.14069475E-06
   0.22391944E+08   0.63565417E+02   0.25842134E-01   0.40000361E+01   0.11385266E-06
   0.21631759E+08   0.65069339E+02   0.14518572E-01   0.40000351E+01   0.91806846E-07
   0.21521070E+08   0.65295689E+02   0.13313589E-01   0.40000349E+01   0.88888755E-07
   0.21411250E+08   0.65522186E+02   0.12208615E-01   0.40000348E+01   0.86064231E-07
   0.21302286E+08   0.65748841E+02   0.11195349E-01   0.40000347E+01   0.83330228E-07
   0.21194181E+08   0.65975625E+02   0.10266181E-01   0.40000345E+01   0.80683850E-07
   0.21086914E+08   0.66202567E+02   0.94141292E-02   0.40000344E+01   0.78122227E-07
   0.20980485E+08   0.66429642E+02   0.86327946E-02   0.40000342E+01   0.75642645E-07
   0.20874873E+08   0.66656883E+02   0.79163076E-02   0.40000341E+01   0.73242417E-07
   0.20770081E+08   0.66884261E+02   0.72592861E-02   0.40000340E+01   0.70919007E-07
   0.20666104E+08   0.67111767E+02   0.66567947E-02   0.40000338E+01   0.68669943E-07
   0.20562921E+08   0.67339430E+02   0.61043077E-02   0.40000337E+01   0.66492793E-07
   0.20460530E+08   0.67567235E+02   0.55976749E-02   0.40000336E+01   0.64385248E-07
   0.20358920E+08   0.67795190E+02   0.51330905E-02   0.40000335E+01   0.62345057E-07
   0.20258097E+08   0.68023261E+02   0.47070648E-02   0.40000333E+01   0.60370076E-07
   0.20158035E+08   0.68251487E+02   0.43163974E-02   0.40000332E+01   0.58458165E-07
   0.20058730E+08   0.68479864E+02   0.39581539E-02   0.40000331E+01   0.56607296E-07
   0.19960181E+08   0.68708370E+02   0.36296432E-02   0.40000329E+01   0.54815519E-07
   0.19862378E+08   0.68937013E+02   0.33283975E-02   0.40000328E+01   0.53080924E-07
   0.19765316E+08   0.69165789E+02   0.30521540E-02   0.40000327E+01   0.51401669E-07
   0.19668981E+08   0.69394707E+02   0.27988375E-02  -0.50000000E+00   0.49775968E-07
   0.19573366E+08   0.69623771E+02   0.25665453E-02  -0.50000000E+00   0.48202095E-07
   0.19478472E+08   0.69852961E+02   0.23535325E-02  -0.50000000E+00   0.46678393E-07
   0.19384289E+08   0.70082280E+02   0.21581988E-02  -0.50000000E+00   0.45203248E-07
   0.19290802E+08   0.70311747E+02   0.19790770E-02  -0.50000000E+00   0.43775085E-07
   0.19198013E+08   0.70541342E+02   0.18148216E-02  -0.50000000E+00   0.42392408E-07
   0.19105910E+08   0.70771074E+02   0.16641988E-02  -0.50000000E+00   0.41053748E-07
   0.19014489E+08   0.71000940E+02   0.15260770E-02  -0.50000000E+00   0.39757693E-07
   0.18923744E+08   0.71230933E+02   0.13994188E-02  -0.50000000E+00   0.38502880E-07
   0.18833664E+08   0.71461067E+02   0.12832727E-02  -0.50000000E+00   0.37287975E-07
   0.18744247E+08   0.71691329E+02   0.11767663E-02  -0.50000000E+00   0.36111706E-07
   0.18655484E+08   0.71921726E+02   0.10790994E-02  -0.50000000E+00   0.34972829E-07
   0.18567370E+08   0.72152250E+02   0.98953855E-03  -0.50000000E+00   0.33870149E-07
   0.18479901E+08   0.72382897E+02   0.90741086E-03  -0.50000000E+00   0.32802506E-07
   0.18393065E+08   0.72613684E+02   0.83209943E-03  -0.50000000E+00   0.31768771E-07
   0.18306867E+08   0.72844576E+02   0.76303854E-03  -0.50000000E+00   0.30767872E-07
   0.18221288E+08   0.73075612E+02   0.69970943E-03  -0.50000000E+00   0.29798739E-07
   0.18136323E+08   0.73306785E+02   0.64163638E-03  -0.50000000E+00   0.28860361E-07
   0.18051976E+08   0.73538069E+02   0.58838316E-03  -0.50000000E+00   0.27951761E-07
   0.17968233E+08   0.73769485E+02   0.53954974E-03  -0.50000000E+00   0.27071980E-07
   0.17885090E+08   0.74001028E+02   0.49476929E-03  -0.50000000E+00   0.26220096E-07
   0.17802544E+08   0.74232691E+02   0.45370544E-03  -0.50000000E+00   0.25395220E-07
   0.17720583E+08   0.74464489E+02   0.41604973E-03  -0.50000000E+00   0.24596484E-07
   0.17639207E+08   0.74696409E+02   0.38151929E-03  -0.50000000E+00   0.23823057E-07
   0.17558417E+08   0.74928427E+02   0.34985473E-03  -0.50000000E+00   0.23074136E-07
   0.17478189E+08   0.75160599E+02   0.32081820E-03  -0.50000000E+00   0.22348922E-07
   0.17398533E+08   0.75392883E+02   0.29419159E-03  -0.50000000E+00   0.21646671E-07
   0.17319441E+08   0.75625280E+02   0.26977488E-03  -0.50000000E+00   0.20966650E-07
   0.17240903E+08   0.75857804E+02   0.24738466E-03  -0.50000000E+00   0.20308143E-07
   0.17162914E+08   0.76090460E+02   0.22685273E-03  -0.50000000E+00   0.19670466E-07
   0.17085474E+08   0.76323226E+02   0.20802487E-03  -0.50000000E+00   0.19052958E-07
   0.17008575E+08   0.76556114E+02   0.19075965E-03  -0.50000000E+00   0.18454973E-07
   0.16932217E+08   0.76789105E+02   0.17492737E-03  -0.50000000E+00   0.17875894E-07
   0.16856384E+08   0.77022236E+02   0.16040911E-03  -0.50000000E+00   0.17315109E-07
   0.16781082E+08   0.77255467E+02   0.14709580E-03  -0.50000000E+00   0.16772046E-07
   0.16706296E+08   0.77488836E+02   0.13488744E-03  -0.50000000E+00   0.16246130E-07
   0.16632031E+08   0.77722308E+02   0.12369233E-03  -0.50000000E+00   0.15736824E-07
   0.16558276E+08   0.77955900E+02   0.11342637E-03  -0.50000000E+00   0.15243595E-07
